key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,correct
space,19.46599984,"[""1"",""2"",""7"",""3""]","[2.810999870300293,3.4839999675750732,5.182999849319458,5.885999917984009,6.586999893188477]",0,1273,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,l,001,2020-09-29_11h42.02.602,Digit Span Task,3.1.5,MacIntel,60,
,,"[""4"",""8"",""6""]","[1.551999807357788,2.4109997749328613,3.17799973487854,3.8269999027252197]",,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,l,001,2020-09-29_11h42.02.602,Digit Span Task,3.1.5,MacIntel,60,1
,,"[""7"",""6"",""0""]","[0.6029999256134033,1.4679999351501465,2.0950000286102295,6.2200000286102295]",,760,1,0,10,0,1,9,three.xlsx,1,0,3,2,1,2,3,760,l,001,2020-09-29_11h42.02.602,Digit Span Task,3.1.5,MacIntel,60,1
