key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.234000206,"[""1"",""2""]","[4.125000238418579,4.4750001430511475,5.29200005531311]",0,12,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,1,001,2020-03-18_18h02.41.656,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""6"",""8""]","[1.5240001678466797,2.0540003776550293,2.7110002040863037,3.450000286102295]",0,468,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,1,001,2020-03-18_18h02.41.656,Digit Span Task,3.1.5,Win32,60
