key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,4.848000288,[],[5.014000177383423],0,,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-08-07_15h38.33.549,Digit Span Task,3.1.5,Win32,60
,,"[""1"",""8""]","[2.562000036239624,3.129000186920166,3.7930002212524414]",0,18,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-08-07_15h38.33.549,Digit Span Task,3.1.5,Win32,60
