key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.328999996,"[""5"",""4"",""6""]","[0.5930001735687256,0.8020000457763672,1.0350000858306885,1.7440001964569092]",0,546,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-04-14_21h38.43.967,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""5"",""6""]","[2.4049999713897705,2.499000072479248,2.7150001525878906,3.440000057220459]",0,456,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-04-14_21h38.43.967,Digit Span Task,3.1.5,MacIntel,60
