key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,16.05799985,[],[8.042999982833862],0,,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,999,001,2020-11-09_14h31.37.306,Digit Span Task,3.1.5,Linux x86_64,60
,,[],[0.9629998207092285],0,,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,999,001,2020-11-09_14h31.37.306,Digit Span Task,3.1.5,Linux x86_64,60
