key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,3.285000086,"[""2"",""1"",""7""]","[2.7420003414154053,3.2840001583099365,3.7920002937316895,4.901000261306763]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,les,001,2020-10-23_23h03.02.782,Digit Span Task,3.1.5,MacIntel,60,
,,"[""4"",""1"",""8""]","[4.4040000438690186,4.736999988555908,5.057000160217285,5.424000024795532]",,418,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,les,001,2020-10-23_23h03.02.782,Digit Span Task,3.1.5,MacIntel,60,0
,,"[""7"",""4"",""6"",""4""]","[4.984000205993652,5.105000257492065,5.218000173568726,5.321000099182129,5.788000106811523]",,7464,1,0,10,0,1,9,three.xlsx,1,0,3,2,1,2,3,760,les,001,2020-10-23_23h03.02.782,Digit Span Task,3.1.5,MacIntel,60,0
