key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,4.028000116,"[""2"",""1"",""7""]","[2.132000207901001,2.684000015258789,3.7130000591278076,18.956000089645386]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,gfh,001,2020-09-14_12h48.20.549,Digit Span Task,3.1.5,Win32,60,
,,"[""4"",""8"",""7""]","[3.321000337600708,3.8570003509521484,4.133000373840332,4.857000350952148]",,487,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,gfh,001,2020-09-14_12h48.20.549,Digit Span Task,3.1.5,Win32,60,0
,,"[""6"",""7"",""8"",""9"",""8""]","[1.3350000381469727,1.503000020980835,1.695000171661377,1.8960001468658447,1.9030001163482666,2.8340001106262207]",,67898,1,0,10,0,1,9,three.xlsx,1,0,3,2,1,2,3,760,gfh,001,2020-09-14_12h48.20.549,Digit Span Task,3.1.5,Win32,60,0
