key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,23.08400011,[],[4.586999893188477],0,,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-12-19_23h29.01.086,Digit Span Task,3.1.5,MacIntel,60
,,"[""2"",""5"",""6""]","[2.6050000190734863,3.1529998779296875,3.440999984741211,4.102999925613403]",0,256,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-12-19_23h29.01.086,Digit Span Task,3.1.5,MacIntel,60
