key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,4.249000072,"[""2"",""1"",""7""]","[1.7190001010894775,2.373000144958496,3.1530001163482666,4.371000051498413]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,Oihan,001,2020-02-10_17h41.40.634,Digit Span Task,3.1.5,MacIntel,60,
,,"[""4""]","[3.007999897003174,9.043999910354614]",,4,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,Oihan,001,2020-02-10_17h41.40.634,Digit Span Task,3.1.5,MacIntel,60,0
,,"[""7"",""6"",""0""]","[2.319999933242798,3.23799991607666,4.281999826431274,4.952999830245972]",1,760,1,0,10,0,1,9,three.xlsx,1,0,3,2,1,2,3,760,Oihan,001,2020-02-10_17h41.40.634,Digit Span Task,3.1.5,MacIntel,60,
,,,,,,1,0,10,0,1,9,three.xlsx,,,,,,,,,Oihan,001,2020-02-10_17h41.40.634,Digit Span Task,3.1.5,MacIntel,60,
,,"[""3"",""1"",""4""]","[2.6690001487731934,3.200000047683716,3.683000087738037,18.802000045776367]",,314,1,0,10,1,1,9,four.xlsx,1,0,3,0,1,2,4,3141,Oihan,001,2020-02-10_17h41.40.634,Digit Span Task,3.1.5,MacIntel,60,0
,,"[""6"",""3"",""2"",""1""]","[3.121000051498413,5.000999927520752,7.121000051498413,7.586999893188477,8.185999870300293]",,6321,1,0,10,1,1,9,four.xlsx,1,0,3,1,1,2,4,6351,Oihan,001,2020-02-10_17h41.40.634,Digit Span Task,3.1.5,MacIntel,60,0
