key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,18.22500014,"[""2"",""1"",""7""]","[2.1649999618530273,2.434999942779541,3.138000011444092,6.546999931335449]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,ll,001,2020-06-25_14h33.34.957,Digit Span Task,3.1.5,MacIntel,60,
,,"[""4"",""8"",""7""]","[1.5779998302459717,3.1489999294281006,3.735999822616577,4.054999828338623]",,487,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,ll,001,2020-06-25_14h33.34.957,Digit Span Task,3.1.5,MacIntel,60,0
,,"[""7"",""6"",""5"",""5"",""4"",""3"",""2"",""2""]","[0.7890000343322754,1.0079998970031738,1.2869999408721924,1.5779998302459717,1.806999921798706,2.304999828338623,2.630999803543091,2.8550000190734863,6.628999948501587]",,76554322,1,0,10,0,1,9,three.xlsx,1,0,3,2,1,2,3,760,ll,001,2020-06-25_14h33.34.957,Digit Span Task,3.1.5,MacIntel,60,0
