blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,digitSpan,digits,instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixation.started,fixation.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,4.851018599700183,None,space,0.45976340025663376,4.851018599700183,None,,,,,,001,2019_Jul_26_1639,DigitSpanDB,3.1.5,60.110748157923936,
,,,,,,,,,,,,,,,,,5.355857499875128,6.362846399657428,6.362846399657428,None,,,,,,,
