key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.308000088,[],[0.7810001373291016],0,,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-06-01_14h40.24.931,Digit Span Task,3.1.5,MacIntel,60
,,"[""7"",""6"",""5"",""4"",""6"",""8""]","[1.816999912261963,2.2179999351501465,2.934000015258789,3.2009999752044678,3.5859999656677246,3.8509998321533203,4.602999925613403]",0,765468,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-06-01_14h40.24.931,Digit Span Task,3.1.5,MacIntel,60
