5.4536 	DATA 	Mouse:  Left button up, pos=(819,669)
6.4825 	EXP 	Created thank_you = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thank_you', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
6.5127 	EXP 	instructions: autoDraw = True
6.9912 	DATA 	Keypress: return
7.2716 	EXP 	Imported choose_digitSpan.xlsx as conditions, 10 conditions, 1 params
7.2718 	EXP 	Created sequence: sequential, trialTypes=10, nReps=1, seed=None
7.2722 	EXP 	New trial (rep=0, index=0): OrderedDict([('condition_file', 'three.xlsx')])
7.2829 	EXP 	Imported three.xlsx as conditions, 3 conditions, 2 params
7.2831 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
7.2833 	EXP 	New trial (rep=0, index=0): OrderedDict([('digitSpan', 3), ('digits', 217)])
7.2908 	DATA 	Keypress: space
7.2948 	EXP 	instructions: autoDraw = False
7.2948 	EXP 	fixation: autoDraw = True
7.2948 	EXP 	pres_text: text = '7'
7.3144 	EXP 	pres_text: text = '7'
7.3357 	EXP 	pres_text: text = '7'
7.3524 	EXP 	pres_text: text = '7'
7.3686 	EXP 	pres_text: text = '7'
7.3856 	EXP 	pres_text: text = '7'
7.4024 	EXP 	pres_text: text = '7'
7.4190 	EXP 	pres_text: text = '7'
7.4354 	EXP 	pres_text: text = '7'
7.4525 	EXP 	pres_text: text = '7'
7.4690 	EXP 	pres_text: text = '7'
7.4856 	EXP 	pres_text: text = '7'
7.5024 	EXP 	pres_text: text = '7'
7.5193 	EXP 	pres_text: text = '7'
7.5360 	EXP 	pres_text: text = '7'
7.5524 	EXP 	pres_text: text = '7'
7.5694 	EXP 	pres_text: text = '7'
7.5856 	EXP 	pres_text: text = '7'
7.6024 	EXP 	pres_text: text = '7'
7.6193 	EXP 	pres_text: text = '7'
7.6358 	EXP 	pres_text: text = '7'
7.6526 	EXP 	pres_text: text = '7'
7.6692 	EXP 	pres_text: text = '7'
7.6857 	EXP 	pres_text: text = '7'
7.7029 	EXP 	pres_text: text = '7'
7.7194 	EXP 	pres_text: text = '7'
7.7359 	EXP 	pres_text: text = '7'
7.7523 	EXP 	pres_text: text = '7'
7.7690 	EXP 	pres_text: text = '7'
7.7857 	EXP 	pres_text: text = '7'
7.8027 	EXP 	pres_text: text = '7'
7.8194 	EXP 	pres_text: text = '7'
7.8360 	EXP 	pres_text: text = '7'
7.8525 	EXP 	pres_text: text = '7'
7.8694 	EXP 	pres_text: text = '7'
7.8860 	EXP 	pres_text: text = '7'
7.9029 	EXP 	pres_text: text = '7'
7.9194 	EXP 	pres_text: text = '7'
7.9360 	EXP 	pres_text: text = '7'
7.9527 	EXP 	pres_text: text = '7'
7.9694 	EXP 	pres_text: text = '7'
7.9861 	EXP 	pres_text: text = '7'
8.0028 	EXP 	pres_text: text = '7'
8.0197 	EXP 	pres_text: text = '7'
8.0365 	EXP 	pres_text: text = '7'
8.0527 	EXP 	pres_text: text = '7'
8.0695 	EXP 	pres_text: text = '7'
8.0865 	EXP 	pres_text: text = '7'
8.1029 	EXP 	pres_text: text = '7'
8.1197 	EXP 	pres_text: text = '7'
8.1363 	EXP 	pres_text: text = '7'
8.1530 	EXP 	pres_text: text = '7'
8.1698 	EXP 	pres_text: text = '7'
8.1865 	EXP 	pres_text: text = '7'
8.2030 	EXP 	pres_text: text = '7'
8.2199 	EXP 	pres_text: text = '7'
8.2364 	EXP 	pres_text: text = '7'
8.2531 	EXP 	pres_text: text = '7'
8.2698 	EXP 	pres_text: text = '7'
8.2868 	EXP 	pres_text: text = '7'
8.3033 	EXP 	fixation: autoDraw = False
8.3033 	EXP 	pres_text: autoDraw = True
8.3033 	EXP 	pres_text: text = '2'
8.3200 	EXP 	pres_text: text = '2'
8.3367 	EXP 	pres_text: text = '2'
8.3530 	EXP 	pres_text: text = '2'
8.3700 	EXP 	pres_text: text = '2'
8.3870 	EXP 	pres_text: text = '2'
8.4033 	EXP 	pres_text: text = '2'
8.4200 	EXP 	pres_text: text = '2'
8.4367 	EXP 	pres_text: text = '2'
8.4534 	EXP 	pres_text: text = '2'
8.4701 	EXP 	pres_text: text = '2'
8.4867 	EXP 	pres_text: text = '2'
8.5032 	EXP 	pres_text: text = '2'
8.5206 	EXP 	pres_text: text = '2'
8.5369 	EXP 	pres_text: text = '2'
8.5532 	EXP 	pres_text: text = '2'
8.5701 	EXP 	pres_text: text = '2'
8.5867 	EXP 	pres_text: text = '2'
8.6036 	EXP 	pres_text: text = '2'
8.6203 	EXP 	pres_text: text = '2'
8.6373 	EXP 	pres_text: text = '2'
8.6535 	EXP 	pres_text: text = '2'
8.6703 	EXP 	pres_text: text = '2'
8.6867 	EXP 	pres_text: text = '2'
8.7036 	EXP 	pres_text: text = '2'
8.7202 	EXP 	pres_text: text = '2'
8.7370 	EXP 	pres_text: text = '2'
8.7535 	EXP 	pres_text: text = '2'
8.7702 	EXP 	pres_text: text = '2'
8.7869 	EXP 	pres_text: text = '2'
8.8036 	EXP 	pres_text: text = '2'
8.8203 	EXP 	pres_text: text = '2'
8.8371 	EXP 	pres_text: text = '2'
8.8533 	EXP 	pres_text: text = '2'
8.8701 	EXP 	pres_text: text = '2'
8.8877 	EXP 	pres_text: text = '2'
8.9036 	EXP 	pres_text: text = '2'
8.9205 	EXP 	pres_text: text = '2'
8.9373 	EXP 	pres_text: text = '2'
8.9537 	EXP 	pres_text: text = '2'
8.9705 	EXP 	pres_text: text = '2'
8.9873 	EXP 	pres_text: text = '2'
9.0038 	EXP 	pres_text: text = '2'
9.0204 	EXP 	pres_text: text = '2'
9.0374 	EXP 	pres_text: text = '2'
9.0540 	EXP 	pres_text: text = '2'
9.0709 	EXP 	pres_text: text = '2'
9.0874 	EXP 	pres_text: text = '2'
9.1040 	EXP 	pres_text: text = '2'
9.1209 	EXP 	pres_text: text = '2'
9.1379 	EXP 	pres_text: text = '2'
9.1541 	EXP 	pres_text: text = '2'
9.1710 	EXP 	pres_text: text = '2'
9.1873 	EXP 	pres_text: text = '2'
9.2040 	EXP 	pres_text: text = '2'
9.2210 	EXP 	pres_text: text = '2'
9.2375 	EXP 	pres_text: text = '2'
9.2540 	EXP 	pres_text: text = '2'
9.2711 	EXP 	pres_text: text = '2'
9.2875 	EXP 	pres_text: text = '2'
9.3043 	EXP 	pres_text: text = '1'
9.3209 	EXP 	pres_text: text = '1'
9.3377 	EXP 	pres_text: text = '1'
9.3541 	EXP 	pres_text: text = '1'
9.3710 	EXP 	pres_text: text = '1'
9.3879 	EXP 	pres_text: text = '1'
9.4041 	EXP 	pres_text: text = '1'
9.4208 	EXP 	pres_text: text = '1'
9.4377 	EXP 	pres_text: text = '1'
9.4543 	EXP 	pres_text: text = '1'
9.4708 	EXP 	pres_text: text = '1'
9.4877 	EXP 	pres_text: text = '1'
9.5042 	EXP 	pres_text: text = '1'
9.5210 	EXP 	pres_text: text = '1'
9.5378 	EXP 	pres_text: text = '1'
9.5544 	EXP 	pres_text: text = '1'
9.5711 	EXP 	pres_text: text = '1'
9.5878 	EXP 	pres_text: text = '1'
9.6046 	EXP 	pres_text: text = '1'
9.6211 	EXP 	pres_text: text = '1'
9.6379 	EXP 	pres_text: text = '1'
9.6548 	EXP 	pres_text: text = '1'
9.6715 	EXP 	pres_text: text = '1'
9.6878 	EXP 	pres_text: text = '1'
9.7044 	EXP 	pres_text: text = '1'
9.7213 	EXP 	pres_text: text = '1'
9.7379 	EXP 	pres_text: text = '1'
9.7545 	EXP 	pres_text: text = '1'
9.7712 	EXP 	pres_text: text = '1'
9.7880 	EXP 	pres_text: text = '1'
9.8047 	EXP 	pres_text: text = '1'
9.8212 	EXP 	pres_text: text = '1'
9.8381 	EXP 	pres_text: text = '1'
9.8547 	EXP 	pres_text: text = '1'
9.8713 	EXP 	pres_text: text = '1'
9.8882 	EXP 	pres_text: text = '1'
9.9047 	EXP 	pres_text: text = '1'
9.9213 	EXP 	pres_text: text = '1'
9.9381 	EXP 	pres_text: text = '1'
9.9547 	EXP 	pres_text: text = '1'
9.9713 	EXP 	pres_text: text = '1'
9.9884 	EXP 	pres_text: text = '1'
10.0050 	EXP 	pres_text: text = '1'
10.0214 	EXP 	pres_text: text = '1'
10.0381 	EXP 	pres_text: text = '1'
10.0550 	EXP 	pres_text: text = '1'
10.0715 	EXP 	pres_text: text = '1'
10.0882 	EXP 	pres_text: text = '1'
10.1051 	EXP 	pres_text: text = '1'
10.1218 	EXP 	pres_text: text = '1'
10.1385 	EXP 	pres_text: text = '1'
10.1550 	EXP 	pres_text: text = '1'
10.1717 	EXP 	pres_text: text = '1'
10.1885 	EXP 	pres_text: text = '1'
10.2052 	EXP 	pres_text: text = '1'
10.2213 	EXP 	pres_text: text = '1'
10.2383 	EXP 	pres_text: text = '1'
10.2554 	EXP 	pres_text: text = '1'
10.2717 	EXP 	pres_text: text = '1'
10.2884 	EXP 	pres_text: text = '1'
10.3050 	EXP 	pres_text: text = '7'
10.3219 	EXP 	pres_text: text = '7'
10.3384 	EXP 	pres_text: text = '7'
10.3549 	EXP 	pres_text: text = '7'
10.3719 	EXP 	pres_text: text = '7'
10.3884 	EXP 	pres_text: text = '7'
10.4050 	EXP 	pres_text: text = '7'
10.4217 	EXP 	pres_text: text = '7'
10.4387 	EXP 	pres_text: text = '7'
10.4553 	EXP 	pres_text: text = '7'
10.4717 	EXP 	pres_text: text = '7'
10.4884 	EXP 	pres_text: text = '7'
10.5051 	EXP 	pres_text: text = '7'
10.5219 	EXP 	pres_text: text = '7'
10.5386 	EXP 	pres_text: text = '7'
10.5554 	EXP 	pres_text: text = '7'
10.5720 	EXP 	pres_text: text = '7'
10.5888 	EXP 	pres_text: text = '7'
10.6049 	EXP 	pres_text: text = '7'
10.6223 	EXP 	pres_text: text = '7'
10.6386 	EXP 	pres_text: text = '7'
10.6557 	EXP 	pres_text: text = '7'
10.6721 	EXP 	pres_text: text = '7'
10.6887 	EXP 	pres_text: text = '7'
10.7051 	EXP 	pres_text: text = '7'
10.7223 	EXP 	pres_text: text = '7'
10.7385 	EXP 	pres_text: text = '7'
10.7553 	EXP 	pres_text: text = '7'
10.7722 	EXP 	pres_text: text = '7'
10.7890 	EXP 	pres_text: text = '7'
10.8057 	EXP 	pres_text: text = '7'
10.8223 	EXP 	pres_text: text = '7'
10.8391 	EXP 	pres_text: text = '7'
10.8554 	EXP 	pres_text: text = '7'
10.8725 	EXP 	pres_text: text = '7'
10.8892 	EXP 	pres_text: text = '7'
10.9057 	EXP 	pres_text: text = '7'
10.9225 	EXP 	pres_text: text = '7'
10.9391 	EXP 	pres_text: text = '7'
10.9557 	EXP 	pres_text: text = '7'
10.9724 	EXP 	pres_text: text = '7'
10.9892 	EXP 	pres_text: text = '7'
11.0060 	EXP 	pres_text: text = '7'
11.0225 	EXP 	pres_text: text = '7'
11.0392 	EXP 	pres_text: text = '7'
11.0559 	EXP 	pres_text: text = '7'
11.0727 	EXP 	pres_text: text = '7'
11.0895 	EXP 	pres_text: text = '7'
11.1060 	EXP 	pres_text: text = '7'
11.1229 	EXP 	pres_text: text = '7'
11.1397 	EXP 	pres_text: text = '7'
11.1568 	EXP 	pres_text: text = '7'
11.1727 	EXP 	pres_text: text = '7'
11.1898 	EXP 	pres_text: text = '7'
11.2062 	EXP 	pres_text: text = '7'
11.2229 	EXP 	pres_text: text = '7'
11.2397 	EXP 	pres_text: text = '7'
11.2563 	EXP 	pres_text: text = '7'
11.2730 	EXP 	pres_text: text = '7'
11.2898 	EXP 	pres_text: text = '7'
11.3063 	EXP 	fixation: autoDraw = False
11.3063 	EXP 	pres_text: autoDraw = False
11.3063 	EXP 	recall_text: autoDraw = True
11.3063 	EXP 	pts_response: autoDraw = True
12.1614 	EXP 	window1: mouseVisible = True
