key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,7.751999855,[],[3.4839999675750732],0,,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-09-01_16h37.02.291,Digit Span Task,3.1.5,MacIntel,60
,,[],[1.9199998378753662],0,,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-09-01_16h37.02.291,Digit Span Task,3.1.5,MacIntel,60
