blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,digitSpan,digits,instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixation.started,fixation.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,6.5127444001846015,None,space,0.7311786999925971,6.5127444001846015,None,,,,,,001,2019_Jul_26_1636,DigitSpanDB,3.1.5,60.05843687055535,
,,,,,,,,,,,,,,,,,7.294842999894172,8.30327760009095,8.30327760009095,None,,,,,,,
