key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.404000044,"[""2"",""1"",""7""]","[1.7920000553131104,2.6080000400543213,3.7920000553131104,4.6529998779296875,5.122999906539917,5.746000051498413]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,KA0TB1,001,2020-05-06_11h12.44.333,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.6710000038146973,2.123000144958496,2.7210001945495605,3.05400013923645]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,KA0TB1,001,2020-05-06_11h12.44.333,Digit Span Task,3.1.5,Win32,60
