key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,23.05900025,"[""2""]","[5.236999988555908,6.022000074386597]",0,2,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,011,001,2020-06-04_10h30.23.376,Digit Span Task,3.1.5,Win32,60
,,"[""6""]","[1.1680002212524414,1.5290002822875977]",0,6,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,011,001,2020-06-04_10h30.23.376,Digit Span Task,3.1.5,Win32,60
