key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,8.755000114,"[""7""]","[1.7820000648498535,3.186000108718872]",0,7,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-05-08_21h07.16.609,Digit Span Task,3.1.5,MacIntel,60
,,"[""7"",""8"",""6""]","[6.484000205993652,7.617000102996826,8.934000015258789,9.139000177383423,9.642000198364258,10.123000144958496]",0,786,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-05-08_21h07.16.609,Digit Span Task,3.1.5,MacIntel,60
