key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,Incorrect,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,correct
space,11.53400016,"[""2"",""7""]","[2.302999973297119,5.60699987411499,6.549000024795532]",0,27,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,bob,001,2020-05-21_15h56.37.026,Digit Span Task,3.1.5,MacIntel,60,
,,"[""4"",""8"",""6""]","[1.5940001010894775,2.00600004196167,3.6710000038146973,4.180000066757202]",,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,bob,001,2020-05-21_15h56.37.026,Digit Span Task,3.1.5,MacIntel,60,1
,,"[""7"",""6"",""0""]","[1.5169997215270996,1.7789998054504395,2.068999767303467,2.3899998664855957]",,760,1,0,10,0,1,9,three.xlsx,1,0,3,2,1,2,3,760,bob,001,2020-05-21_15h56.37.026,Digit Span Task,3.1.5,MacIntel,60,1
