key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,44.49299979,"[""2"",""1"",""7""]","[1.5259997844696045,2.050999879837036,2.936999797821045,7.556999921798706]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,1,001,2020-04-16_17h51.26.015,Digit Span Task,3.1.5,Win32,60,
,,"[""2"",""4"",""8"",""6""]","[1.0899999141693115,1.367999792098999,2.167999744415283,2.495999813079834,2.7869999408721924]",,2486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,1,001,2020-04-16_17h51.26.015,Digit Span Task,3.1.5,Win32,60,0
,,"[""7"",""6"",""0""]","[1.1549999713897705,1.437999963760376,2.128000020980835,2.496999979019165]",1,760,1,0,10,0,1,9,three.xlsx,1,0,3,2,1,2,3,760,1,001,2020-04-16_17h51.26.015,Digit Span Task,3.1.5,Win32,60,
,,,,,,1,0,10,0,1,9,three.xlsx,,,,,,,,,1,001,2020-04-16_17h51.26.015,Digit Span Task,3.1.5,Win32,60,
,,"[""3"",""1"",""4"",""1""]","[1.2349998950958252,1.6079998016357422,2.0119998455047607,2.3929998874664307,2.7179999351501465]",1,3141,1,0,10,1,1,9,four.xlsx,1,0,3,0,1,2,4,3141,1,001,2020-04-16_17h51.26.015,Digit Span Task,3.1.5,Win32,60,
