key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,4.314999819,"[""2"",""1"",""7""]","[1.6309998035430908,2.4799997806549072,3.251999855041504,5.819999933242798]",1,217,uu,001,2019-10-01_15h55.47.890,Digit Span Task,3.1.5,MacIntel,60,
,,"[""4"",""1"",""8"",""6""]","[1.253999948501587,1.6719999313354492,2.0850000381469727,2.3569998741149902,3.0190000534057617]",,4186,uu,001,2019-10-01_15h55.47.890,Digit Span Task,3.1.5,MacIntel,60,0
,,"[""7"",""6"",""0""]","[1.2630000114440918,1.4010000228881836,1.685999870300293,1.9470000267028809]",1,760,uu,001,2019-10-01_15h55.47.890,Digit Span Task,3.1.5,MacIntel,60,
,,,,,,uu,001,2019-10-01_15h55.47.890,Digit Span Task,3.1.5,MacIntel,60,
,,"[""3"",""1"",""4"",""1""]","[1.4729998111724854,1.559999942779541,1.686999797821045,1.8399999141693115,2.05299973487854]",1,3141,uu,001,2019-10-01_15h55.47.890,Digit Span Task,3.1.5,MacIntel,60,
