key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,6.642999887,"[""2"",""1"",""7""]","[1.2239999771118164,1.4240000247955322,1.7249999046325684,2.5759999752044678]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-03-27_21h02.23.033,Digit Span Task,3.1.5,Win32,60,
,,"[""1"",""2"",""3""]","[1.559000015258789,1.8029999732971191,2.072000026702881,2.25600004196167]",,123,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-03-27_21h02.23.033,Digit Span Task,3.1.5,Win32,60,0
