blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,digitSpan,digits,instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fixation.started,fixation.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.42756099998951,None,space,1.1398054999299347,10.42756099998951,None,,,,,,001,2019_Jul_26_1637,DigitSpanDB,3.1.5,60.074636737514915,
,,,,,,,,,,,,,,,,,11.622842700220644,12.628320000134408,12.645497900433838,None,,,,,,,
