key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate,Incorrect
space,39.94799995,"[""2"",""1"",""7""]","[3.3539998531341552,3.5769999027252197,4.468999862670898,5.618000030517578]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,,001,2020-06-16_14h33.40.332,Digit Span Task,3.1.5,Win32,60,
,,"[""4"",""8"",""7"",""6"",""0""]","[3.1519999504089355,3.7720000743865967,4.1600000858306885,5.835999965667725,15.07200002670288,15.631999969482421]",,48760,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,,001,2020-06-16_14h33.40.332,Digit Span Task,3.1.5,Win32,60,0
