key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,5.457999945,"[""2"",""1"",""7""]","[2.869000196456909,3.384000301361084,3.949000358581543,7.302000284194946]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,les,001,2020-10-20_10h53.45.362,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.2360000610351562,1.5530002117156982,2.0870001316070557,2.4860000610351562]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,les,001,2020-10-20_10h53.45.362,Digit Span Task,3.1.5,MacIntel,60
